Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,900,219.5122,197560.98,Health Centres,North,Chitipa HCs,January-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,250,1097.56098,274390.245,Health Centres,North,Chitipa HCs,January-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,33,2875.69752,94898.01816,Health Centres,North,Chitipa HCs,January-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,45,3679.83774,165592.6983,Health Centres,North,Chitipa HCs,January-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,9,8648.90678,77840.16102,Health Centres,North,Chitipa HCs,January-23
EE033900,"Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so","EE033900 Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so",Each,900,262.54455,236290.095,Health Centres,North,Chitipa HCs,January-23
EE034800,"Paracetamol syrup 120mg/5ml, 100ml","EE034800 Paracetamol syrup 120mg/5ml, 100ml",Each,360,834.14634,300292.6824,Health Centres,North,Chitipa HCs,January-23
EE040500,"Salbutamol solution for nebulising 5mg/ml, 30ml","EE040500 Salbutamol solution for nebulising 5mg/ml, 30ml",Each,5,1781.95234,8909.7617,Health Centres,North,Chitipa HCs,January-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,120,3336.58537,400390.2444,Health Centres,North,Chitipa HCs,January-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,320,371.48317,118874.6144,Health Centres,North,Chitipa HCs,January-23
FF007800,"Cotton wool, 500g","FF007800 Cotton wool, 500g",Each,85,7134.14634,606402.4389,Health Centres,North,Chitipa HCs,January-23
FF010800,"Gauze, swabs 8-ply 10cm x 10cm","FF010800 Gauze, swabs 8-ply 10cm x 10cm",100,40,2530.99768,101239.9072,Health Centres,North,Chitipa HCs,January-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,40,1185.36585,47414.634,Health Centres,North,Chitipa HCs,January-23
HH077400,Glove disposable powdered latex large,HH077400 Glove disposable powdered latex large,100,150,2421.5979,363239.685,Health Centres,North,Chitipa HCs,January-23
HH080700,Glove surgeon's size 7½ sterile,HH080700 Glove surgeon's size 7½ sterile,Pair,850,725.60976,616768.296,Health Centres,North,Chitipa HCs,January-23
HH081000,Glove surgeon's size 8 sterile,HH081000 Glove surgeon's size 8 sterile,Pair,500,417.07317,208536.585,Health Centres,North,Chitipa HCs,January-23
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne",Each,2400,131.70732,316097.568,Health Centres,North,Chitipa HCs,January-23
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,2400,195.36584,468878.016,Health Centres,North,Chitipa HCs,January-23
HH148800,"Syringe, autodestruct, 10ml, disposable with 21g needle","HH148800 Syringe, autodestruct, 10ml, disposable with 21g needle",Each,2500,275.03463,687586.575,Health Centres,North,Chitipa HCs,January-23
AA003300,"Amitriptyline 25mg, tablets","AA003300 Amitriptyline 25mg, tablets",100,50,798.06522,39903.261,District Hospital,North,Karonga DHO,January-23
AA004200,Amoxycillin 250mg dispersible tablets,AA004200 Amoxycillin 250mg dispersible tablets,1000,10,39402.43902,394024.3902,District Hospital,North,Karonga DHO,January-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,10,31692.59133,316925.9133,District Hospital,North,Karonga DHO,January-23
AA007200,"Aspirin 300mg, tablets","AA007200 Aspirin 300mg, tablets",1000,20,8310.45526,166209.1052,District Hospital,North,Karonga DHO,January-23
AA015600,"Ciprofloxacin 250mg, tablets","AA015600 Ciprofloxacin 250mg, tablets",100,200,3096.28049,619256.098,District Hospital,North,Karonga DHO,January-23
AA018600,"Cotrimoxazole 480mg, tablets","AA018600 Cotrimoxazole 480mg, tablets",1000,30,20713.4751,621404.253,District Hospital,North,Karonga DHO,January-23
AA021000,"Diclofenac sodium, 50mg , tablets","AA021000 Diclofenac sodium, 50mg , tablets",100,100,943.78296,94378.296,District Hospital,North,Karonga DHO,January-23
AA022500,"Doxycycline 100mg, tablets","AA022500 Doxycycline 100mg, tablets",1000,8,30320.09444,242560.7555,District Hospital,North,Karonga DHO,January-23
AA023700,"Erythromycin 250mg, enteric coated tablets","AA023700 Erythromycin 250mg, enteric coated tablets",1000,4,73536.58537,294146.3415,District Hospital,North,Karonga DHO,January-23
AA025800,"Flucloxacillin 250mg, Capsules","AA025800 Flucloxacillin 250mg, Capsules",100,50,6146.34146,307317.073,District Hospital,North,Karonga DHO,January-23
AA027100,"Fluoxetine 20mg, tablets","AA027100 Fluoxetine 20mg, tablets",1000,2,0,0,District Hospital,North,Karonga DHO,January-23
AA028000,"Folic acid 5mg, tablets","AA028000 Folic acid 5mg, tablets",100,100,4602.34148,460234.148,District Hospital,North,Karonga DHO,January-23
AA028800,"Glibenclamide 5mg, tablets","AA028800 Glibenclamide 5mg, tablets",1000,10,3871.09606,38710.9606,District Hospital,North,Karonga DHO,January-23
AA029700,"Griseofulvin 250mg, tablets","AA029700 Griseofulvin 250mg, tablets",1000,4,45552.0109,182208.0436,District Hospital,North,Karonga DHO,January-23
AA030000,"Haloperidol  5mg, tablets","AA030000 Haloperidol  5mg, tablets",100,30,3204.12966,96123.8898,District Hospital,North,Karonga DHO,January-23
AA030900,"Hydrochlorothiazide 25mg, tablets","AA030900 Hydrochlorothiazide 25mg, tablets",1000,20,6299.32927,125986.5854,District Hospital,North,Karonga DHO,January-23
AA032400,"Ibuprofen 200mg, coated tablets","AA032400 Ibuprofen 200mg, coated tablets",1000,15,12278.35366,184175.3049,District Hospital,North,Karonga DHO,January-23
AA033600,"Indomethacin 25mg, Capsules","AA033600 Indomethacin 25mg, Capsules",1000,10,6114.92773,61149.2773,District Hospital,North,Karonga DHO,January-23
AA034800,"Ketoconazole 200mg, tablets","AA034800 Ketoconazole 200mg, tablets",100,200,6804.87805,1360975.61,District Hospital,North,Karonga DHO,January-23
AA040800,"Magnesium trisilicate compound 250mg, tablets","AA040800 Magnesium trisilicate compound 250mg, tablets",1000,10,6288.25921,62882.5921,District Hospital,North,Karonga DHO,January-23
AA043200,"Methyldopa 250mg, tablets","AA043200 Methyldopa 250mg, tablets",1000,2,35549.6907,71099.3814,District Hospital,North,Karonga DHO,January-23
AA045000,"Misoprostol 200 mcg, tablets","AA045000 Misoprostol 200 mcg, tablets",100,20,6596.20823,131924.1646,District Hospital,North,Karonga DHO,January-23
AA045300,"Morphine sulphate 10mg (slow release), tablets","AA045300 Morphine sulphate 10mg (slow release), tablets",60,20,8076.17754,161523.5508,District Hospital,North,Karonga DHO,January-23
AA046500,"Nifedipine 20mg (slow release), tablets","AA046500 Nifedipine 20mg (slow release), tablets",100,200,1865.85366,373170.732,District Hospital,North,Karonga DHO,January-23
AA048600,"Omeprazole 20mg, Capsules","AA048600 Omeprazole 20mg, Capsules",100,50,1079.37144,53968.572,District Hospital,North,Karonga DHO,January-23
AA049500,"Paracetamol 500mg, tablets","AA049500 Paracetamol 500mg, tablets",1000,40,10963.16891,438526.7564,District Hospital,North,Karonga DHO,January-23
AA050100,"Phenobarbitone  30mg, tablets","AA050100 Phenobarbitone  30mg, tablets",1000,40,5571.23668,222849.4672,District Hospital,North,Karonga DHO,January-23
AA054900,"Propranolol hydrochloride 40mg, tablets","AA054900 Propranolol hydrochloride 40mg, tablets",1000,10,3537.67841,35376.7841,District Hospital,North,Karonga DHO,January-23
AA056400,Resiperidon 1mg,AA056400 Resiperidon 1mg,100,30,1409.41548,42282.4644,District Hospital,North,Karonga DHO,January-23
AA057300,"Sodium valproate 200mg, tablets","AA057300 Sodium valproate 200mg, tablets",100,20,7682.92683,153658.5366,District Hospital,North,Karonga DHO,January-23
AA057900,"Spironolactone 25mg, tablets","AA057900 Spironolactone 25mg, tablets",100,50,3800.95122,190047.561,District Hospital,North,Karonga DHO,January-23
AA064500,"Vitamin B complex strong, Tablets","AA064500 Vitamin B complex strong, Tablets",1000,20,3706.00229,74120.0458,District Hospital,North,Karonga DHO,January-23
AA065400,"Zinc sulphate 20mg, Tablets","AA065400 Zinc sulphate 20mg, Tablets",100,100,788.6422,78864.22,District Hospital,North,Karonga DHO,January-23
BB003300,"Adrenaline 1/1000, 1ml","BB003300 Adrenaline 1/1000, 1ml",Each,100,167.35896,16735.896,District Hospital,North,Karonga DHO,January-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,100,482.92683,48292.683,District Hospital,North,Karonga DHO,January-23
BB006600,"Atropine sulphate  600 micrograms/ml, 1ml","BB006600 Atropine sulphate  600 micrograms/ml, 1ml",Each,100,156.13384,15613.384,District Hospital,North,Karonga DHO,January-23
BB006900,"Benzathine benzylpenicillin 1.44g (2.4MU), PFR","BB006900 Benzathine benzylpenicillin 1.44g (2.4MU), PFR",Each,300,0,0,District Hospital,North,Karonga DHO,January-23
BB022200,"Dextrose (glucose) 5%, 500ml","BB022200 Dextrose (glucose) 5%, 500ml",Each,240,1536.58537,368780.4888,District Hospital,North,Karonga DHO,January-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,180,1103.92685,198706.833,District Hospital,North,Karonga DHO,January-23
BB024000,"Diazepam 5mg/ml, 2ml","BB024000 Diazepam 5mg/ml, 2ml",Each,500,275.02639,137513.195,District Hospital,North,Karonga DHO,January-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,1000,122.92684,122926.84,District Hospital,North,Karonga DHO,January-23
BB033000,"Flucloxacillin 250mg, PFR","BB033000 Flucloxacillin 250mg, PFR",Each,200,1756.09756,351219.512,District Hospital,North,Karonga DHO,January-23
BB034500,"Furosemide (Frusemide) 10mg/ml, 2ml","BB034500 Furosemide (Frusemide) 10mg/ml, 2ml",Each,500,192.18293,96091.465,District Hospital,North,Karonga DHO,January-23
BB036900,"Gentamycin Sulphate 40mg/ml, 2ml","BB036900 Gentamycin Sulphate 40mg/ml, 2ml",Each,4000,175.60976,702439.04,District Hospital,North,Karonga DHO,January-23
BB046900,"Lignocaine hydrochloride 2%, 30ml","BB046900 Lignocaine hydrochloride 2%, 30ml",Each,200,680.4878,136097.56,District Hospital,North,Karonga DHO,January-23
BB054900,"Metronidazole 5mg/ml, 100ml","BB054900 Metronidazole 5mg/ml, 100ml",Each,500,768.29268,384146.34,District Hospital,North,Karonga DHO,January-23
BB062700,"Pethidine hydrochloride 50mg/1ml, 2ml","BB062700 Pethidine hydrochloride 50mg/1ml, 2ml",Each,800,908.8781,727102.48,District Hospital,North,Karonga DHO,January-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,100,0,0,District Hospital,North,Karonga DHO,January-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,300,125.13632,37540.896,District Hospital,North,Karonga DHO,January-23
BB069900,"Sodium chloride 0.9%, 500ml","BB069900 Sodium chloride 0.9%, 500ml",Each,600,1603.5047,962102.82,District Hospital,North,Karonga DHO,January-23
BB071700,"Sodium lactate compound (Ringer's lactate), 500ml","BB071700 Sodium lactate compound (Ringer's lactate), 500ml",Each,800,1693.07829,1354462.632,District Hospital,North,Karonga DHO,January-23
CC001500,"Rabies vaccine course, (1x 5, 0.5ml/dose PFR and 1x5 vials d","CC001500 Rabies vaccine course, (1x 5, 0.5ml/dose PFR and 1x5 vials d",Each,25,35913.76088,897844.022,District Hospital,North,Karonga DHO,January-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,200,1097.56098,219512.196,District Hospital,North,Karonga DHO,January-23
EE004200,"Benzoic acid 1%+ salicylic acid 2% compound lotion, 500ml","EE004200 Benzoic acid 1%+ salicylic acid 2% compound lotion, 500ml",Each,20,10676.82927,213536.5854,District Hospital,North,Karonga DHO,January-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,20,2875.69752,57513.9504,District Hospital,North,Karonga DHO,January-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,70,3679.83774,257588.6418,District Hospital,North,Karonga DHO,January-23
EE010500,"Chloramphenicol eye drops 0.5%, 5ml","EE010500 Chloramphenicol eye drops 0.5%, 5ml",Each,200,210.22967,42045.934,District Hospital,North,Karonga DHO,January-23
EE010800,"Chlorhexidine 1.5% solution, 5ml","EE010800 Chlorhexidine 1.5% solution, 5ml",Each,8,25568.1671,204545.3368,District Hospital,North,Karonga DHO,January-23
EE012300,"Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml","EE012300 Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml",Each,400,341.65854,136663.416,District Hospital,North,Karonga DHO,January-23
EE012900,"Clotrimazole cream 1%, 20g","EE012900 Clotrimazole cream 1%, 20g",Each,200,341.65854,68331.708,District Hospital,North,Karonga DHO,January-23
EE015000,Dexamethasone 0.1% and Neomycin 0.35% (as sulphate) eye drop,EE015000 Dexamethasone 0.1% and Neomycin 0.35% (as sulphate) eye drop,Each,400,439.02439,175609.756,District Hospital,North,Karonga DHO,January-23
EE016521,"Diclofenac Gel, 100mg","EE016521 Diclofenac Gel, 100mg",Each,100,269.4878,26948.78,District Hospital,North,Karonga DHO,January-23
EE020700,"Gentamicin 0.3% eye drops, 5ml","EE020700 Gentamicin 0.3% eye drops, 5ml",Each,400,155.25965,62103.86,District Hospital,North,Karonga DHO,January-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,20,5707.31707,114146.3414,District Hospital,North,Karonga DHO,January-23
EE023400,"Hydrocortisone skin ointment 1%, 15g","EE023400 Hydrocortisone skin ointment 1%, 15g",Each,100,702.43902,70243.902,District Hospital,North,Karonga DHO,January-23
EE028500,"Methylated spirit (70% in Water), 5L","EE028500 Methylated spirit (70% in Water), 5L",Each,4,19402.67149,77610.68596,District Hospital,North,Karonga DHO,January-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,50,1179.92707,58996.3535,District Hospital,North,Karonga DHO,January-23
EE035100,"Paraffin liquid, 500ml","EE035100 Paraffin liquid, 500ml",Each,20,4336.73476,86734.6952,District Hospital,North,Karonga DHO,January-23
EE040500,"Salbutamol solution for nebulising 5mg/ml, 30ml","EE040500 Salbutamol solution for nebulising 5mg/ml, 30ml",Each,20,1781.95234,35639.0468,District Hospital,North,Karonga DHO,January-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,100,3336.58537,333658.537,District Hospital,North,Karonga DHO,January-23
EE045600,Silver sulphadiazine cream 1% 50g,EE045600 Silver sulphadiazine cream 1% 50g,Each,50,568.1238,28406.19,District Hospital,North,Karonga DHO,January-23
EE047150,"Sunscreen Lotion, SPF 30, 100ml","EE047150 Sunscreen Lotion, SPF 30, 100ml",Each,30,1270.15854,38104.7562,District Hospital,North,Karonga DHO,January-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,200,371.48317,74296.634,District Hospital,North,Karonga DHO,January-23
EE051300,"Zinc oxide & salicylic acid paste BP (Lassar's), 500gm","EE051300 Zinc oxide & salicylic acid paste BP (Lassar's), 500gm",Each,10,12292.68293,122926.8293,District Hospital,North,Karonga DHO,January-23
FF000900,"Bandage, crepe 10cm 1.4m long, when stretched","FF000900 Bandage, crepe 10cm 1.4m long, when stretched",Each,100,363.0122,36301.22,District Hospital,North,Karonga DHO,January-23
FF004500,"Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when","FF004500 Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when",Each,300,491.13415,147340.245,District Hospital,North,Karonga DHO,January-23
FF006300,"Bandage, WOW 10cm x 4m long, when stretched","FF006300 Bandage, WOW 10cm x 4m long, when stretched",10,400,1072.09198,428836.792,District Hospital,North,Karonga DHO,January-23
FF007800,"Cotton wool, 500g","FF007800 Cotton wool, 500g",Each,200,7134.14634,1426829.268,District Hospital,North,Karonga DHO,January-23
FF009900,"Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.","FF009900 Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.",Each,36,1912.33638,68844.10968,District Hospital,North,Karonga DHO,January-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,50,20853.65854,1042682.927,District Hospital,North,Karonga DHO,January-23
FF012000,Mackintosh sheeting,FF012000 Mackintosh sheeting,Each,10,4124.82317,41248.2317,District Hospital,North,Karonga DHO,January-23
FF019800,"Veroband size 15cm, pack of 10","FF019800 Veroband size 15cm, pack of 10",Each,480,0,0,District Hospital,North,Karonga DHO,January-23
GG000900,"Catgut chromic suture sterile 1,round bodied ½ circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied ½ circle 50mm n",12,30,12994.45672,389833.7016,District Hospital,North,Karonga DHO,January-23
GG001200,"Catgut chromic suture sterile 2, round bodied ½ circle 50mm","GG001200 Catgut chromic suture sterile 2, round bodied ½ circle 50mm",12,20,10354.01756,207080.3512,District Hospital,North,Karonga DHO,January-23
GG020700,Polyglactin 910 Braided Synthetic Surgical Suture Sterile 1,GG020700 Polyglactin 910 Braided Synthetic Surgical Suture Sterile 1,12,30,18566.94551,557008.3653,District Hospital,North,Karonga DHO,January-23
GG021000,Polyglactin 910 Braided Synthetic Surgical Suture Sterile 2,GG021000 Polyglactin 910 Braided Synthetic Surgical Suture Sterile 2,12,30,16221.61602,486648.4806,District Hospital,North,Karonga DHO,January-23
HH005400,"Autoclave tape, 1.5cm wide, 12m long","HH005400 Autoclave tape, 1.5cm wide, 12m long",Each,20,768.29268,15365.8536,District Hospital,North,Karonga DHO,January-23
HH008100,"Bags urine drainage 2,000ml with outlet","HH008100 Bags urine drainage 2,000ml with outlet",Each,300,659.44417,197833.251,District Hospital,North,Karonga DHO,January-23
