No.,Description,Base Unit of Measure,Unit Cost,Unit Price
LL071470,"Reconstruction Plates,2.4mm,14holed",EACH,39600,48292.68293
LL071480,"Reconstruction Plates,2.4mm, 8holed",EACH,33000,40243.90244
LL071500,"Walking frame (Children), with front castor wheels",EACH,0,0
LL071550,"Walking frame (Children), without front castor whe",EACH,0,0
LL071600,Gamboots black in colour size 44,PAIR,0,0
LL071700,"Resuscitator mask adult autoclavable,Each",EACH,4702.5,5734.7561
LL071800,"Flow splitter, 5 flowmeters 0-2 L/min, for paeds",EACH,0,0
LL072000,"Resuscitator, mask, infant, autoclavable",EACH,0,0
LL072100,Adjustable Baby Walker/ Rolletor with castor wheel,EACH,0,0
LL072200,Balance board,EACH,0,0
LL072201,Pegboard Wooden block,EACH,737398.4,899266.3415
LL072300,Rush pins 2.4mm,EACH,0,0
LL072350,"Raleigh Bike, Manual tension contro, Chain driven",EACH,0,0
LL072360,"Stationery bike 4 Kg fly wheel manual, 120Kg,",EACH,1500000,0
LL072400,Adaptive Chairs Size 1: Target age 1-3,EACH,0,0
LL072410,Adaptive Chairs Size 2: Target age 2-5,EACH,0,0
LL072420,Adaptive Chairs Size 3: Target age 4-8,EACH,0,0
LL072430,Adaptive Chairs Size 4: Target age 7-12,EACH,0,0
LL072440,Leckey Pal classroom Seat Size 1: Target age 1-3,EACH,0,0
LL072450,Leckey Pal classroom Seat Size 2: Target age 2-5,EACH,0,0
LL072460,Leckey Pal classroom Seat Size 3: Target age 4-8,EACH,0,0
LL072470,Leckey Pal classroom Seat Size 4: Target age 7-12,EACH,0,0
LL072500,Hot Air Gun hand-held with Temp btwn 100 to 550 De,EACH,0,0
LL072600,Rush pins 3.2mm,EACH,0,0
LL072800,"Corner seat, for disabled child, 4-10 yrs",EACH,0,0
LL072900,Rush pins 4.8mm,EACH,0,0
LL073200,"Scale baby to 20kg with 100g divisions,Each",EACH,11270,13743.90244
LL073300,"Latex Theraband rubber stretch resistance, Yellow",EACH,25000,30487.80488
LL073310,"Latex Theraband rubber stretch resistance, Red",EACH,26617.92,32460.87805
LL073320,"Latex Theraband rubber stretch resistance, Blue",EACH,26617.92,32460.87805
LL073330,"Latex Theraband rubber stretch resistance, Green",EACH,29945.16,36518.4878
LL073340,"Latex Theraband rubber stretch resistance, Purple",EACH,29945.16,36518.4878
LL073350,"Latex Theraband rubber stretch resistance, Black",EACH,29945.16,36518.4878
LL073400,Massage Medias,EACH,0,0
LL073500,"Scale bathroom to 250KG,Each",EACH,0,0
LL073800,Screw driver 3.5mm,EACH,0,0
LL074100,Screw driver 4.5mm,EACH,0,0
LL074300,"Parallel Bar,3.5M X 42cm  adjustable to 2M hight",EACH,0,0
LL074400,SFB Brace,EACH,0,0
LL074500,"Peg board, wooden block, to fit 6mm holes",EACH,0,0
LL074600,"Physiotherapy standing frame, knee band,adult",EACH,1193892,1455965.854
LL074650,"Short Wave Diathermy, wave length 11 meters",EACH,0,0
LL074700,Sign nails 10mm diameter,EACH,0,0
LL074900,Steenbeek Foot Abduction Brace,EACH,0,0
LL075000,Sign nails 11mm diameter,EACH,0,0
LL075100,6.5mm Cancellous Screws Partially threaded 80/16,EACH,1130,1378.04878
LL075200,6.5mm Cancellous Screws Partially threaded 80/32,EACH,1130,1378.04878
LL075300,Sign nails 12mm diameter,EACH,0,0
LL075400,6.5mm Cancellous Screws Partially threaded 85/16,EACH,1130,1378.04878
LL075500,6.5mm Cancellous Screws Partially threaded 85/32,EACH,1130,1378.04878
LL075600,Sign nails 14mm diameter,EACH,0,0
LL075700,6.5mm Cancellous Screws Fully Threaded 35mm,EACH,1130,1378.04878
LL075800,6.5mm Cancellous Screws Fully Threaded 40mm,EACH,1130,1378.04878
LL075900,Sign nails 8mm diameter,EACH,0,0
LL076000,6.5mm Cancellous Screws Fully Threaded 85mm,EACH,1250,1524.39024
LL076100,6.5mm Cancellous Screws Fully Threaded 90mm,EACH,1250,1524.39024
LL076200,Sign nails 9mm diameter,EACH,0,0
LL076300,6.5mm Cancellous Screws Fully Threaded 45mm,EACH,1130,1378.04878
LL076400,6.5mm Cancellous Screws Fully Threaded 40mm,EACH,1130,1378.04878
LL076500,Delete dublication,EACH,0,0
LL076600,6.5mm Cancellous Screws Fully Threaded 55mm,EACH,1130,1378.04878
LL076700,6.5mm Cancellous Screws Fully Threaded 60mm,EACH,1130,1378.04878
LL076800,"Stand, i.v. drip, bed fitting type",EACH,0,0
LL076900,6.5mm Cancellous Screws Fully Threaded 65mm,EACH,1130,1378.04878
LL077100,"Stand i.v. drip mobile on castrols,Each",EACH,0,0
LL077300,6.5mm Cancellous Screws Fully Threaded 95mm,EACH,1250,1524.39024
LL077400,"Sterilizer, electrical 3 drum",EACH,0,0
LL077500,6.5mm Cancellous Screws Fully Threaded 70mm,EACH,1130,1378.04878
LL077600,6.5mm Cancellous Screws Fully Threaded 75mm,EACH,1130,1378.04878
LL077700,"Sterilizer, high pressure electrical",EACH,0,0
LL077900,6.5mm Cancellous Screws Fully Threaded 80mm,EACH,1130,1378.04878
LL078000,"Sterilizer, high pressure non-electrical",EACH,0,0
LL078300,"Sterilizer, instrument, 27.5x14x10cm, electrical",EACH,0,0
LL078600,"Sterilizer, instrument, 50x25x22.5cm, electrical",EACH,0,0
LL078610,"Sterilization drums, small",EACH,250000,0
LL078620,"Sterilization drums, medium",EACH,250000,0
LL078630,"Sterilization drums, large",EACH,250000,0
LL078700,sterilizable orthopaedic power drills,EACH,0,0
LL078800,sterilizable orthopaedic power saw,EACH,0,0
LL078900,"Stove, primus no 3",EACH,0,0
LL079200,"Stove, primus no 5",EACH,0,0
LL079500,"Stretcher, canvas type",EACH,0,0
LL079800,T - Handle with key,EACH,60183.9,73395
LL079900,"Treatment Mirror, 120cm X 60cm, castor wheels",EACH,0,0
LL079920,"Treatment bed, Fixed bed height Leather cover,",EACH,0,0
LL079930,"Hospital bed, 195×90cm, 2-saction with mattress fr",EACH,0,0
LL079940,"Treatment Bed, Adjustable castor wheels, 190 x 90",EACH,0,0
LL079960,"Neuro Treatment bed with top leather cover, fixed",EACH,722206.8,880740
LL079970,"Cervical Cum Lumber Traction, 326mm x 280mm x 325m",EACH,1595118,1945265.854
LL079980,"Traction table, 27"" x 24"" x 94""",EACH,0,0
LL080100,"Tablet counter,Each",EACH,0,0
LL080200,6.5mm Cancellous Screws Partially threaded 65/16,EACH,1130,1378.04878
LL080300,6.5mm Cancellous Screws Partially threaded 65/32,EACH,1130,1378.04878
LL080400,Thomas splint,EACH,155000,189024.3902
LL080600,6.5mm Cancellous Screws Partially threaded 70/32,EACH,1130,1378.04878
LL080700,"Tray stainless steel no lid 20 x 15 x 5cm,Each",EACH,0,0
LL080800,6.5mm Cancellous Screws Partially threaded 70/16,EACH,1130,1378.04878
LL080900,6.5mm Cancellous Screws Partially threaded 75/16,EACH,1130,1378.04878
LL081000,"Tray stainless steel no lid 25 x 20 x 5cm,Each",EACH,0,0
LL081100,6.5mm Cancellous Screws Partially threaded 45/32,EACH,1130,1378.04878
LL081200,6.5mm Cancellous Screws Partially threaded 50/16,EACH,1130,1378.04878
LL081300,"Tray stainless steel no lid 45 x 32.5 x 5cm,Each",EACH,0,0
LL081350,"Electric Tilt table, 78"" x 28"" x 33"", castor wheel",EACH,3728000,4546341.463
LL081400,6.5mm Cancellous Screws Partially threaded 50/32,EACH,1130,1378.04878
LL081500,6.5mm Cancellous Screws Partially threaded 55/32,EACH,1130,1378.04878
LL081600,"Tray stainless steel no lid 20 x15 x 5cm,Each",EACH,0,0
LL081700,6.5mm Cancellous Screws Partially threaded 60/16,EACH,1130,1378.04878
LL081800,6.5mm Cancellous Screws Partially threaded 40/32,EACH,1130,1378.04878
LL081900,"Tray stainless steel no lid 30 x 25 x 5cm,Each",EACH,8702.1,10612.31707
LL082200,"Trolley instrument,Each",EACH,850000,1036585.366
LL082210,"Fitness  equipment, 30kg stack integrated home Gym",EACH,3500000,4268292.683
LL082220,"Quadripod, steel,height adju,rubber shoe,",EACH,11065.6,13494.63415
LL082230,"Crutches, adjustable, forearm with closed cuff",EACH,17500,21341.46341
LL082240,Instrument Suture Set,EACH,0,0
LL082250,"Crutches, adjustable, aluminium with pads",PAIR,17500,21341.46341
LL082260,"Axilla Crutches, Adjustable size",EACH,0,0
LL082270,"Hospital toilet chair for elderly/disabled, fold",EACH,75000,91463.41463
LL082280,"Elbow Crutches, Adjustable Size",EACH,0,0
LL082400,"Dumb bells, 0.5kg",EACH,0,0
LL082500,"Trolley patient,Each",EACH,191000,232926.8293
LL082510,Over bed instrument trolley,EACH,300000,0
LL082520,Surgical Instrument trolley,EACH,30000,0
LL082530,Anesthetic trolley,EACH,300000,0
LL082540,Dressing trolley,EACH,300000,0
LL082800,"Trolley, soiled linen kick-about",EACH,0,0
LL082900,"Trolley, middle platform",EACH,0,0
LL083100,"Trolley, theatre patient",EACH,92477.7,112777.6829
LL083400,"Trolley theatre stretcher-type,Each",EACH,122569.65,149475.1829
LL083450,"Trolley,Medicine,2Layer, 4wheeled stainless steel",EACH,0,0
LL083460,"Trolley,Medicine,3Layer, 4wheeled stainless steel",EACH,222513,271357.3171
LL083465,"Trolley,Medicine,with multiple drawers, lockable",EACH,222513,271357.3171
LL083700,"Urinal, female stainless steel",EACH,0,0
LL084000,"Urinal, male stainless steel",EACH,0,0
LL084100,Ultrasonic Scaling machine with tips,EACH,220000,268292.6829
LL084200,"Dumbbells, 1Kg",EACH,83921.93,102343.8171
LL084210,"Dumbbells, 2Kg",EACH,48147.12,58716
LL084220,"Dumbbells, 4Kg",EACH,168925,206006.0976
LL084230,"Dumbbells, 5Kg",EACH,168925,206006.0976
LL084240,"Dumbbells, 10Kg",EACH,168925,206006.0976
LL084250,"Therapy,antiburst, rehabilitation exercise ball,55",EACH,0,0
LL084300,"Vacuum extractor electrical,Each",EACH,125000,152439.0244
LL084400,"Dumbbell weights, adjustable, 5kg",EACH,16000,19512.19512
LL084500,6.5mm Cancellous Screws Partially threaded 40/16,EACH,1130,1378.04878
LL084510,Hand Exerciser,EACH,0,0
LL084600,"Vacuum manual aspirator (MVA kit),Kit",KIT,0,0
LL084650,MVA Instrument Trolley,EACH,300000,0
LL084660,Manual Vacuum Beds with Stimips,EACH,180000,0
LL084700,6.5mm Cancellous Screws Partially threaded 40/30,EACH,1130,1378.04878
LL084800,6.5mm Cancellous Screws Partially threaded 45/16,EACH,1130,1378.04878
LL084900,Vasectomy kit,KIT,50482.96,61564.58537
LL085000,"Water distiller, Vol 400-500L, Flowrate 40-50L/H",EACH,0,0
LL085050,"Waterbath 10L, 230V with cover",EACH,0,0
LL085100,"Treadmill, multifunctional with massager belt",EACH,560000,682926.8293
LL085150,"Treadmil Trojan Brand Led screen 120Kg,",EACH,1500000,0
LL085200,Weight 1kg,EACH,0,0
LL085300,"Stationary bicycle, magnetic",EACH,262420704,320025248.8
LL085400,"Therapy, anti burst rehabilitation exercise ball",EACH,15436512,18825014.63
LL085500,Weight 2kg,EACH,0,0
LL085600,"Therapy, anti burst rehabilitation exercise ball",EACH,15436512,18825014.63
LL085700,Transcutaneous electric nerve neural stimulator,EACH,1800000,2195121.951
LL085800,Weight 3kg,EACH,0,0
LL085900,"Therapy, anti burst rehabilitation exercise ball",EACH,20000,24390.2439
LL086100,Weight 5kg,EACH,0,0
LL086200,Interferential therapy machine,EACH,405000,493902.439
LL086300,Infrared physical electric red therapy m/c,EACH,103740,126512.1951
LL086400,Weight hook,EACH,0,0
LL086500,Infrared physical electric red therapy m/c s-bulb,EACH,0,0
LL086600,"Dumbbell weights, adjustable, 0.5kg",EACH,6000,7317.07317
LL086700,"Wheelchair folding type,Each",EACH,117808.0483,143668.3516
LL086800,"Dumbbell weights, adjustable, 1kg",EACH,8000,9756.09756
LL086900,"Dumbbell weights, adjustable, 2kg",EACH,9500,11585.36585
LL087000,"Wheeled bin, hard plastic material-sliding cover",EACH,86310,105256.0976
LL087100,"Hospital Screen on casters, 4-panel with curtain",EACH,84154,102626.8293
LL087110,Examination Patient screen,EACH,0,0
LL087130,"Steinman pins 4.5mm dia, 150mm",EACH,0,0
LL087140,"Steinman pins 4.5mm dia, 175mm",EACH,0,0
LL087150,"Wheeled bin, hard plastic 360L,1080x580x875 H/W/D",EACH,0,0
LL087160,"Steinman pins 4.5mm dia, 225mm",EACH,0,0
LL087200,"Dumbbell weights, adjustable, 3kg",EACH,11000,13414.63415
LL087300,Wide Brim Hat,EACH,0,0
LL087400,Community Nurses Uniform,SET,15000,18292.68293
LL087500,Cooks Uniform,SET,0,0
LL087600,Kitchen Attendants Uniform,SET,9000,10975.60976
LL087700,Laundry Staff Uniform,SET,0,0
LL087800,Patients Attendants Uniform,SET,0,0
LL087900,Nursing Auxiliary Uniforms,EACH,0,0
LL087950,Nuts and bolts,SET,250,304.87805
LL088000,Home Craft Workers Uniform,EACH,0,0
LL088050,NordicTrack C990,EACH,0,0
LL088100,Theatre Gown,EACH,0,0
LL088200,"Lab Coats, white",EACH,4411.4,5379.7561
LL088300,Mobile Mindray Ultrasound Scanning Machine,EACH,0,0
LL0883100,Ultrasound Scanning Machine colour screen 2D,EACH,0,0
LL0883101,"Ultrasound Scanning Machine, 3D Colour Doppler",EACH,0,0
LL088400,"Vacuum extractor, malstrom with Plastic Bottle",EACH,0,0
LL088500,hamby knife blades,EACH,0,0
LL088600,hamby skin graft blade handle,EACH,0,0
LL088700,"Electric Cast Cutter with two blades, 220V",EACH,303125,369664.6342
LL088800,Universal bone hand drill,EACH,0,0
LL088900,Universal open hand drill,EACH,0,0
LL089000,"Orthopedic T-handle with keyed 3-Jaw chuck,",EACH,0,0
LL089100,Percy amputation flap retractor-removable,EACH,0,0
LL089200,Drill screw pits 150mm,EACH,0,0
LL089300,Steinman pins 200mm,EACH,0,0
LL089400,Laryngoscope (Adult),EACH,126500,154268.2927
LL089500,Theator Monitor,EACH,0,0
LL089600,Patient Monitors-ECG Mindray DPM4 (PM-8000),EACH,6093780.32,7431439.415
LL089700,Patient Monitor-invasive Haemodynamic monit,EACH,0,0
LL089800,Immuno Assay Analyser Mindray CL 1000i,EACH,39244381.33,47859001.62
LL089900,ECG machine 12 lead Mindray R-12,EACH,0,0
LL089910,Lead Jacket Extra Large,EACH,0,0
LL089920,Lead Jacket Large,EACH,0,0
LL089930,Lead Jacket Medium,EACH,0,0
LL089940,Lead Jacket Small,EACH,0,0
LL090000,Vital signs monitors (-Temp. probe) Mindray,EACH,0,0
LL090100,Infunsion pump Mindray SK600ii,ACH,0,0
LL090200,Acoustic resonator 128-Hz tuning folks,EACH,0,0
LL090300,Automatic Hematology Analyser,EACH,0,0
LL090400,Laryngoscope set,EACH,0,0
LL090500,Nasal surgical set,SET,0,0
LL090600,"Patient attendant cloth navy blue, 100% cotton",METER,2800,3414.63415
LL090700,"Patient attendant cloth, stripped n/blue/white",METER,2719.19167,3316.0874
LL090800,"auxiliiary nurse suting cloth, polyester pink",METER,2535.59,3092.18293
LL090900,"Male hospital attendant,polyester eng khaki cloth",METER,2628.57,3205.57317
LL091200,"Physiotherapy standing frame, Metallic,knee band,",EACH,484120,590390.2439
LL091300,"Refrigerator/Freezer, 1/110C, net capacity 159",EACH,0,0
LL091400,Hill-Rom/GE Air-Sheilds Resuscitaire Infant Warm,EACH,1840000,2243902.439
LL091410,"C-ARM, Siemens Cios Select",EACH,0,0
LL091500,Physiotherapy treatment Bobath couch,EACH,442624,539785.3659
LL091600,"Motorised Treadmill,0.6HP,massager belt & LED scrn",EACH,1234920960,1506001171
LL091700,"Exercise mat,PVC filled with sponge,180x60x2cm",EACH,164656128,200800156.1
LL091800,"Compression knee brace, neoprene, adjustable",EACH,27664,33736.58537
LL091850,Elastomeric respirator,EACH,0,0
LL091900,"Matron uniform, polyester ash blue suiting mat",METER,3.1,3.78049
LL092900,nurses blouse/shirt cloth-polyester white suit mat,METER,2501.39,3050.47561
LL093900,nurses skirt/trouser cloth polyester navyblue suit,METER,2035,2481.70732
LL094900,hospital attendant cloth polyster d/green suitin,METER,1730,2109.7561
LL095900,"HSA cloth, polyster sky blue suiting material",METER,9400,11463.41463
LL096000,"Lumbar Corset, Soft, Stretchable, adjuctable size",EACH,0,0
LL096050,"Elbow support/ Brace, ACE quality, Small",EACH,0,0
LL096060,"Elbow support/ Brace, ACE quality, Medium",EACH,0,0
LL096070,"Elbow support/ Brace, ACE quality, Large",EACH,0,0
LL096080,"Wrist Support/stabiliser, Small",EACH,0,0
LL096090,"Wrist Support/stabiliser, Medium",EACH,0,0
LL096100,"Wrist Support/stabiliser, Large",EACH,0,0
LL096120,"Universal Goniometer, 12 inches, 360 degrees",EACH,0,0
LL096130,"Universal Goniometer, 6-7 inches, 180 degrees",EACH,0,0
LL096140,"Universal Goniometer, 8 inches, 360 degrees",EACH,0,0
LL096150,"Finger Goniometer, 6 inches",EACH,0,0
LL096160,"Spinal Goniometer, 8 inches",EACH,0,0
LL096170,MDF Trommer Neurological Reflex Hammer,EACH,0,0
LL096190,MDF Taylor 2.0 Neurological reflex hammer,EACH,0,0
LL096200,MDF Babinski telescoping 2.0 reflex hammer,EACH,0,0
LL096210,Soft stress squeeze ball for hand,EACH,11961.29,14586.93902
LL096220,"Prestige medical, 29cm Queen square hammer",EACH,0,0
LL096230,"Exercise/  Treatment mats, 15mm thick, 180 x 80",EACH,0,0
LL096900,"CMA cloth- polyester, meroon, suit material",METER,9400,11463.41463
LL097800,Hydraulic Theatre operation Table,EACH,92000000,112195122
LL097900,"Community nurse cloth, polyester l-green suit mat",METER,2784,3395.12195
LL098900,"Heavy duty drill cloth, green, for theatre gowns",METER,6500,7926.82927
LL098950,Heavy duty folding trolley with Quitet castors,EACH,0,0
LL099900,Hospital Swivel Stool Chair,EACH,0,0
LL099910,Therapeutic Ultrasound Physiotherapy,EACH,898500,1095731.707
LL099920,Brown cotton Cloth,1 METER,0,0
LL099930,Dark blue Cotton Cloth,1 METER,0,0
LL099940,Vital Signs Monitor,EACH,0,0
LL099950,Theater lamp,EACH,0,0
LL099960,Valeo medicine balls,EACH,0,0
LL100000,Theater Bed,EACH,0,0
LL100100,Mortuary Lift,EACH,0,0
LL101000,Cast Scissor esmarch 220mm,EACH,0,0
LL101100,"Plier, multigrip, standard, max.open.52mm,250mm",EACH,0,0
LL101300,"Measuring tape,2metres, 13mm tape, metric and inch",EACH,0,0
LL101400,"Stump Socks, trans femoral, flat width 13cm, 50cm",10 PCS,0,0
LL101500,"Stump Socks, trans femoral, flat width 13cm, 40cm",10 PCS,0,0
LL101600,"Stump Socks, trans tibial, flat width 10cm, 45CM",10 PCS,0,0
LL101700,"Stump Socks, trans tibial, flat width 10cm, 55cm",10 PCS,0,0
LL101800,"STRAP, Vecro PVC, WITH LOOP BROWN, 300X25mm",EACH,0,0
LL101900,"STRAP, Vecro PVC, with loop brown 400x40mm",EACH,0,0
LL102000,"Pipe Cutter, heavy duty for steel pipes 1/8 to 2’’",EACH,0,0
LL102100,"Mould  upper part for elbow crutch, child 17cm",EACH,0,0
LL102200,"Mould  upper part for elbow crutch, M, adult, 23cm",EACH,0,0
LL102300,"Mould upper part for elbow crutch, Big Adult, 27cm",EACH,0,0
LL102400,Mould for two distal tips of crutch,EACH,0,0
LL102500,"Wire brush, block type, steel wire, stainless stee",EACH,0,0
LL102600,"Stockinette, white colour, medium",EACH,0,0
LL102700,"Stockinette, white colour, large",EACH,0,0
LL102800,"Knee Support padded, medium",EACH,0,0
LL102900,"Knee Support padded, Large",EACH,0,0
LL103000,Lumber support,EACH,0,0
LL103100,"Copper rivets Flat head,(packet of 1000) 3 x 20 mM",EACH,0,0
LL103200,Elbo joint terra adult  D67 x 354 mm,EACH,0,0
LL103300,"Punch,Revolving,Hole Punch Plier, 6 tips, 2-4.5mm",EACH,0,0
LL103400,Pencil Bleu indelible for marking on moist surface,EACH,0,0
LL103500,Pencil Red soft lead pencil for marking on moist s,EACH,0,0
LL103600,Sach foot Adaptor,EACH,0,0
LL103700,"Oxygen Ventilator, suitable for all age groups",EACH,0,0
MM000300,"Abbott M2000, DNA Bulk Lysis Buffer",96 TST,0,0
MM000301,Sysmex Grey Cellpack 1x20L,20L,0,0
MM000302,Sysmex Eightcheck-3 WP Low level(12x1.5mL),EACH,0,0
MM000303,Sysmex Eightcheck-3WP High level(12 x1.5mL,EACH,0,0
MM000304,Mindray Clinchem Multi Control Level(1-6 x5ml),EACH,0,0
MM000305,Mindray Clinchem Multicontrol Level(2 -6 x 5ml),EACH,0,0
MM000306,Mindray Bilirubin Direct DSA - 4x20ml +1 x20ml,EACH,0,0
MM000307,Mindray Creatinine -2 x27ml +1x18ml,EACH,0,0
MM000308,Mindray Bilirubin Total DSA - 4x20ml+1 x20ml,EACH,0,0
MM000600,"Abbott M2000, DBS Buffer Kit",96 TST,0,0
MM000601,"Roche, COBAS OMNI Processing Plate,",24,0,0
MM000602,"Roche, COBAS OMNI Liquid Waste Plate",24,0,0
MM000603,"Roche, COBAS OMNI Amplification Plate",24,0,0
MM000604,"Roche COBAS,Tip Core Tips with Filter,1ml,3840 pcs",EACH,0,0
MM000605,"Roche COBAS, Tip Core Tips with Filter,300ul",5760,0,0
MM000606,"GeneXpert , Xpert HPV2 CE, 1x10 Tests",EACH,0,0
MM000607,Pima Standard Beads,EACH,0,0
MM000608,"Pima, Cd4 Cartridge, 1x 25 Tests",25,0,0
MM000609,Sysmex Cyflow Preventive Maintenance Kit,KIT,0,0
MM000610,"Sysmex Cyflow Hypochlorite Solution, 250ml",EACH,0,0
MM000611,"Sysmex Cyflow Decontamination Solution, 250ml",EACH,0,0
MM000612,"Sysmex Cyflow Shealth Fluid, 5L",EACH,0,0
MM000613,"Sysmex Cyflow Cleaning Solution, 250ml",EACH,0,0
MM000614,"Sysmex Cyflow Pipette Tips ,2-200 µL",,0,0
MM000617,"Sysmex Cyflow CD4 Easy count, 1x100 Tests",EACH,0,0
MM000618,"Sysmex Cyflow  CD4 Count Check Beads green, 1x50 T",50 TST,0,0
MM000619,"Truenat MTB Plus Cartridge, 20 Tests",20,0,0
MM000620,"Truenat MTB RIF, 20 Tests",20,0,0
MM000621,"VISITECT CD4 Advanced Disease, 25 Tests",25,0,0
MM000628,SIEMENS DIMENSIONS Uric Acid -  RGT - 480 tests,480,0,0
MM000629,SIEMENS DIMENSIONS Urea Nitrogen -  RGT - 480 test,480,0,0
MM000630,SIEMENS DIMENSIONS Triglyceride - RGT - 480 tests,480,0,0
MM000631,SIEMENS DIMENSIONS Magnesium - RGT - 120 tests,120 TESTS,0,0
MM000632,SIEMENS DIMENSIONS HDL Cholesterol - RGT - 240 tes,240 TESTS,0,0
MM000633,SIEMENS DIMENSIONS Glucose -RGT - 1440 tests,1440 TESTS,0,0
MM000634,SIEMENS DIMENSIONS GGT -  RGT - 288 tests,288 TESTS,0,0
MM000635,SIEMENS DIMENSIONS CRP -  RGT - 120 tests,120 TESTS,0,0
MM000636,SIEMENS DIMENSIONS Creatinine Jaffe -RGT-480 tests,480,0,0
